text,label
పంట,Agriculture
బీమా,Agriculture
క్లెయిమ్,Agriculture
పరిహారం,Agriculture
నష్టం,Agriculture
ప్రీమియం,Agriculture
దిగుబడి,Agriculture
వ్యవసాయం,Agriculture
crop,Agriculture
insurance,Agriculture
claim,Agriculture
compensation,Agriculture
damage,Agriculture
loss,Agriculture
premium,Agriculture
yield,Agriculture
agriculture,Agriculture
ఎరువులు,Agriculture
సబ్సిడీ,Agriculture
పంపిణీ,Agriculture
కొరత,Agriculture
లభ్యత,Agriculture
యూరియా,Agriculture
fertilizer,Agriculture
subsidy,Agriculture
distribution,Agriculture
shortage,Agriculture
availability,Agriculture
urea,Agriculture
dap,Agriculture
రుణం,Agriculture
క్రెడిట్,Agriculture
కిసాన్,Agriculture
వడ్డీ,Agriculture
మాఫీ,Agriculture
అప్పు,Agriculture
రైతు,Agriculture
loan,Agriculture
credit,Agriculture
kisan,Agriculture
interest,Agriculture
waiver,Agriculture
debt,Agriculture
repayment,Agriculture
farmer,Agriculture
పశువైద్యం,Animal Husbandry
జంతువు,Animal Husbandry
ఆరోగ్యం,Animal Husbandry
డాక్టర్,Animal Husbandry
క్లినిక్,Animal Husbandry
టీకా,Animal Husbandry
చికిత్స,Animal Husbandry
పశువులు,Animal Husbandry
veterinary,Animal Husbandry
animal,Animal Husbandry
health,Animal Husbandry
doctor,Animal Husbandry
clinic,Animal Husbandry
vaccination,Animal Husbandry
treatment,Animal Husbandry
livestock,Animal Husbandry
డైరీ,Animal Husbandry
పాలు,Animal Husbandry
సహకార,Animal Husbandry
సేకరణ,Animal Husbandry
ధర,Animal Husbandry
సబ్సిడీ,Animal Husbandry
పశువులు,Animal Husbandry
dairy,Animal Husbandry
milk,Animal Husbandry
cooperative,Animal Husbandry
collection,Animal Husbandry
price,Animal Husbandry
subsidy,Animal Husbandry
cattle,Animal Husbandry
చేప,Animal Husbandry
చేపలు పట్టడం,Animal Husbandry
చెరువు,Animal Husbandry
సబ్సిడీ,Animal Husbandry
లైసెన్సు,Animal Husbandry
మత్స్య పెంపకం,Animal Husbandry
జాలర,Animal Husbandry
fish,Animal Husbandry
fishing,Animal Husbandry
pond,Animal Husbandry
subsidy,Animal Husbandry
license,Animal Husbandry
aquaculture,Animal Husbandry
fisherman,Animal Husbandry
రేషన్,Civil Supplies
కార్డు,Civil Supplies
బియ్యం,Civil Supplies
పిడిఎస్,Civil Supplies
సబ్సిడీ,Civil Supplies
ఆహారం,Civil Supplies
ధాన్యం,Civil Supplies
కోటా,Civil Supplies
ఆధార్,Civil Supplies
లింకింగ్,Civil Supplies
ration,Civil Supplies
card,Civil Supplies
rice,Civil Supplies
pds,Civil Supplies
subsidy,Civil Supplies
food,Civil Supplies
grain,Civil Supplies
quota,Civil Supplies
aadhar,Civil Supplies
linking,Civil Supplies
దుకాణం,Civil Supplies
డీలర్,Civil Supplies
ధర,Civil Supplies
నాణ్యత,Civil Supplies
కొరత,Civil Supplies
న్యాయ వెల,Civil Supplies
ఫిర్యాదు,Civil Supplies
సరఫరా,Civil Supplies
shop,Civil Supplies
dealer,Civil Supplies
price,Civil Supplies
quality,Civil Supplies
shortage,Civil Supplies
fair,Civil Supplies
complaint,Civil Supplies
supplies,Civil Supplies
విద్యుత్,Energy
పవర్,Energy
కనెక్షన్,Energy
మీటర్,Energy
బిల్లు,Energy
సరఫరా,Energy
వోల్టేజ్,Energy
ట్రాన్స్‌ఫార్మర్,Energy
అంతరాయం,Energy
electricity,Energy
power,Energy
connection,Energy
meter,Energy
bill,Energy
supply,Energy
voltage,Energy
transformer,Energy
outage,Energy
సౌర,Energy
ప్యానెల్,Energy
సబ్సిడీ,Energy
స్థాపన,Energy
పునరుత్పాదక,Energy
శక్తి,Energy
solar,Energy
panel,Energy
subsidy,Energy
installation,Energy
renewable,Energy
energy,Energy
ఆసుపత్రి,Health
డాక్టర్,Health
చికిత్స,Health
మందు,Health
అత్యవసరం,Health
మంచం,Health
అంబులెన్స్,Health
ఆరోగ్యం,Health
hospital,Health
doctor,Health
treatment,Health
medicine,Health
emergency,Health
bed,Health
ambulance,Health
health,Health
ఆరోగ్యశ్రీ,Health
ఆరోగ్యం,Health
బీమా,Health
కార్డు,Health
చికిత్స,Health
పథకం,Health
క్లెయిమ్,Health
arogyasri,Health
health,Health
insurance,Health
card,Health
treatment,Health
scheme,Health
claim,Health
నేరం,Police
ఎఫ్ఐఆర్,Police
పోలీస్,Police
ఫిర్యాదు,Police
దొంగతనం,Police
దాడి,Police
దర్యాప్తు,Police
కేసు,Police
crime,Police
fir,Police
police,Police
complaint,Police
theft,Police
assault,Police
investigation,Police
case,Police
చట్టం,Police
క్రమం,Police
శాంతి,Police
భద్రత,Police
రక్షణ,Police
పెట్రోలింగ్,Police
సంరక్షణ,Police
law,Police
order,Police
peace,Police
safety,Police
security,Police
patrol,Police
protection,Police
ఇల్లు,Housing
స్థలం,Housing
ప్లాటు,Housing
కేటాయింపు,Housing
పట్టా,Housing
కేటాయింపు,Housing
ప్రభుత్వం,Housing
భూమి,Housing
house,Housing
site,Housing
plot,Housing
assignment,Housing
patta,Housing
allotment,Housing
government,Housing
land,Housing
పథకం,Housing
సబ్సిడీ,Housing
నిర్మాణం,Housing
రుణం,Housing
ఇందిరమ్మ,Housing
గృహం,Housing
పిఎంఏవై,Housing
scheme,Housing
subsidy,Housing
construction,Housing
loan,Housing
indiramma,Housing
housing,Housing
pmay,Housing
ప్రవేశం,Education
కళాశాల,Education
సీటు,Education
కౌన్సెలింగ్,Education
ఫీజు,Education
స్కాలర్‌షిప్,Education
కోర్సు,Education
admission,Education
college,Education
seat,Education
counseling,Education
fee,Education
scholarship,Education
course,Education
పాఠశాల,Education
భవనం,Education
తరగతి గది,Education
మరుగుదొడ్డి,Education
నీరు,Education
మౌలిక సదుపాయాలు,Education
సౌకర్యం,Education
school,Education
building,Education
classroom,Education
toilet,Education
water,Education
infrastructure,Education
facility,Education
భోజనం,Education
ఆహారం,Education
ఎండిఎం,Education
మధ్యాహ్న,Education
నాణ్యత,Education
సరఫరా,Education
పిల్లలు,Education
meal,Education
food,Education
mdm,Education
mid-day,Education
quality,Education
supply,Education
children,Education
నీరు,Municipal Administration
సరఫరా,Municipal Administration
కనెక్షన్,Municipal Administration
కుళాయి,Municipal Administration
పైప్‌లైన్,Municipal Administration
కొరత,Municipal Administration
నాణ్యత,Municipal Administration
water,Municipal Administration
supply,Municipal Administration
connection,Municipal Administration
tap,Municipal Administration
pipeline,Municipal Administration
shortage,Municipal Administration
quality,Municipal Administration
డ్రైనేజీ,Municipal Administration
మురుగునీరు,Municipal Administration
అడ్డుకట్ట,Municipal Administration
పొంగిపొర్లడం,Municipal Administration
పారిశుధ్యం,Municipal Administration
శుభ్రపరచడం,Municipal Administration
drainage,Municipal Administration
sewerage,Municipal Administration
blockage,Municipal Administration
overflow,Municipal Administration
sanitation,Municipal Administration
cleaning,Municipal Administration
రోడ్డు,Municipal Administration
గుంత,Municipal Administration
మరమ్మతులు,Municipal Administration
నిర్వహణ,Municipal Administration
వీధి,Municipal Administration
లైట్,Municipal Administration
నిర్మాణం,Municipal Administration
road,Municipal Administration
pothole,Municipal Administration
repair,Municipal Administration
maintenance,Municipal Administration
street,Municipal Administration
light,Municipal Administration
construction,Municipal Administration
వ్యర్థాలు,Municipal Administration
చెత్త,Municipal Administration
సేకరణ,Municipal Administration
పారవేయడం,Municipal Administration
డంప్,Municipal Administration
పారిశుధ్యం,Municipal Administration
శుభ్రపరచడం,Municipal Administration
waste,Municipal Administration
garbage,Municipal Administration
collection,Municipal Administration
disposal,Municipal Administration
dump,Municipal Administration
sanitation,Municipal Administration
cleaning,Municipal Administration
గ్రామీణ,Panchayat Raj
రోడ్డు,Panchayat Raj
గ్రామం,Panchayat Raj
రాయి రోడ్డు,Panchayat Raj
మరమ్మతులు,Panchayat Raj
నిర్మాణం,Panchayat Raj
పంచాయతీ,Panchayat Raj
rural,Panchayat Raj
road,Panchayat Raj
village,Panchayat Raj
gravel,Panchayat Raj
repair,Panchayat Raj
construction,Panchayat Raj
panchayat,Panchayat Raj
ఎన్ఆర్‌ఈజిఎస్,Panchayat Raj
మగ్నేర్గా,Panchayat Raj
ఉద్యోగం,Panchayat Raj
కార్డు,Panchayat Raj
వేతనం,Panchayat Raj
పని,Panchayat Raj
ఉపాధి,Panchayat Raj
nregs,Panchayat Raj
mgnregs,Panchayat Raj
job,Panchayat Raj
card,Panchayat Raj
wages,Panchayat Raj
work,Panchayat Raj
employment,Panchayat Raj
రికార్డు,Revenue
హక్కులు,Revenue
ఆర్ఓఆర్,Revenue
పాస్‌బుక్,Revenue
పట్టాదారు,Revenue
భూమి,Revenue
పత్రం,Revenue
మ్యూటేషన్,Revenue
దిద్దుబాటు,Revenue
పేరు,Revenue
విస్తీర్ణం,Revenue
record,Revenue
rights,Revenue
ror,Revenue
passbook,Revenue
pattadar,Revenue
land,Revenue
document,Revenue
mutation,Revenue
correction,Revenue
name,Revenue
extent,Revenue
భూమి,Revenue
పట్టా,Revenue
సర్వే,Revenue
రికార్డు,Revenue
టైటిల్,Revenue
డీడ్,Revenue
యాజమాన్యం,Revenue
ఆస్తి,Revenue
land,Revenue
patta,Revenue
survey,Revenue
record,Revenue
title,Revenue
deed,Revenue
ownership,Revenue
property,Revenue
పునర్సర్వే,Revenue
ఎస్ఎస్ఎల్ఆర్,Revenue
సర్వే,Revenue
సరిహద్దు,Revenue
గుర్తింపు,Revenue
భూమి,Revenue
పార్సెల్,Revenue
ఎల్పిఎం,Revenue
resurvey,Revenue
sslr,Revenue
survey,Revenue
boundary,Revenue
demarcation,Revenue
land,Revenue
parcel,Revenue
lpm,Revenue
ఎఫ్-లైన్,Revenue
సరిహద్దు,Revenue
బోర్డర్,Revenue
గుర్తింపు,Revenue
వివాదం,Revenue
సర్వే,Revenue
ఫీల్డ్,Revenue
f-line,Revenue
boundary,Revenue
border,Revenue
demarcation,Revenue
dispute,Revenue
survey,Revenue
field,Revenue
ఆక్రమణ,Revenue
అక్రమ,Revenue
ఆక్రమణ,Revenue
ప్రభుత్వం,Revenue
భూమి,Revenue
తొలగింపు,Revenue
తొలగించడం,Revenue
encroachment,Revenue
illegal,Revenue
occupation,Revenue
government,Revenue
land,Revenue
removal,Revenue
eviction,Revenue
గ్రాబింగ్,Revenue
భూమి,Revenue
అక్రమ,Revenue
ఆక్రమణ,Revenue
ఫిర్యాదు,Revenue
వివాదం,Revenue
మోసం,Revenue
grabbing,Revenue
land,Revenue
illegal,Revenue
occupation,Revenue
complaint,Revenue
dispute,Revenue
fraud,Revenue
పట్టా,Revenue
పత్రం,Revenue
జారీ,Revenue
దిద్దుబాటు,Revenue
బదిలీ,Revenue
ఉపవిభజన,Revenue
మార్పిడి,Revenue
patta,Revenue
document,Revenue
issuance,Revenue
correction,Revenue
transfer,Revenue
subdivision,Revenue
conversion,Revenue
సర్టిఫికేట్,Revenue
ఆదాయం,Revenue
కులం,Revenue
నివాసం,Revenue
జన్మస్థలం,Revenue
జననం,Revenue
మరణం,Revenue
నివాస,Revenue
certificate,Revenue
income,Revenue
caste,Revenue
residence,Revenue
nativity,Revenue
birth,Revenue
death,Revenue
domicile,Revenue
కేటాయింపు,Revenue
ప్రభుత్వం,Revenue
భూమి,Revenue
కేటాయింపు,Revenue
పట్టా,Revenue
పంపిణీ,Revenue
అర్హత,Revenue
assignment,Revenue
government,Revenue
land,Revenue
allotment,Revenue
patta,Revenue
distribution,Revenue
eligibility,Revenue
ఆలయం,Revenue
ఎండోమెంట్,Revenue
ప్రసాదం,Revenue
విరాళం,Revenue
గోశాల,Revenue
లీజు,Revenue
ఫిర్యాదు,Revenue
నిర్వహణ,Revenue
temple,Revenue
endowment,Revenue
prasadam,Revenue
donation,Revenue
gosala,Revenue
lease,Revenue
complaint,Revenue
maintenance,Revenue
పెన్షన్,Social Welfare
వృద్ధాప్య,Social Welfare
విధవ,Social Welfare
వైకల్యం,Social Welfare
పెన్షన్,Social Welfare
భత్యం,Social Welfare
చెల్లింపు,Social Welfare
సామాజిక,Social Welfare
pension,Social Welfare
old-age,Social Welfare
widow,Social Welfare
disability,Social Welfare
pension,Social Welfare
allowance,Social Welfare
payment,Social Welfare
social,Social Welfare
సంక్షేమం,Social Welfare
పథకం,Social Welfare
ప్రయోజనం,Social Welfare
సబ్సిడీ,Social Welfare
సహాయం,Social Welfare
మద్దతు,Social Welfare
సామాజిక,Social Welfare
welfare,Social Welfare
scheme,Social Welfare
benefit,Social Welfare
subsidy,Social Welfare
assistance,Social Welfare
support,Social Welfare
social,Social Welfare
డ్రైవింగ్,Transport
లైసెన్స్,Transport
డిఎల్,Transport
పునరుద్ధరణ,Transport
లర్నర్,Transport
పరీక్ష,Transport
వాహనం,Transport
ఆర్టిఓ,Transport
driving,Transport
license,Transport
dl,Transport
renewal,Transport
learner,Transport
test,Transport
vehicle,Transport
rto,Transport
రిజిస్ట్రేషన్,Transport
ఆర్సి,Transport
వాహనం,Transport
బదిలీ,Transport
యాజమాన్యం,Transport
పన్ను,Transport
అనుమతి,Transport
registration,Transport
rc,Transport
vehicle,Transport
transfer,Transport
ownership,Transport
tax,Transport
permit,Transport
రోడ్డు,Transport
నిర్మాణం,Transport
హైవే,Transport
వంతెన,Transport
మరమ్మతులు,Transport
నిర్వహణ,Transport
నాణ్యత,Transport
road,Transport
construction,Transport
highway,Transport
bridge,Transport
repair,Transport
maintenance,Transport
quality,Transport
నీటిపారుదల,Water Resources
కాలువ,Water Resources
నీరు,Water Resources
సరఫరా,Water Resources
వ్యవసాయం,Water Resources
పంట,Water Resources
చెరువు,Water Resources
రిజర్వాయర్,Water Resources
irrigation,Water Resources
canal,Water Resources
water,Water Resources
supply,Water Resources
agriculture,Water Resources
crop,Water Resources
tank,Water Resources
reservoir,Water Resources
త్రాగు,Water Resources
నీరు,Water Resources
త్రాగదగిన,Water Resources
సరఫరా,Water Resources
బోరు,Water Resources
బావి,Water Resources
నాణ్యత,Water Resources
drinking,Water Resources
water,Water Resources
potable,Water Resources
supply,Water Resources
bore,Water Resources
well,Water Resources
quality,Water Resources
పొలానికి దారి ఇవ్వడం లేదని సబ్ కలెక్టర్ కు ఫిర్యాదు చేశారు. ఇస్నాపూర్ మండలం అన్నారం గ్రామంలో సర్వే నెంబర్ 144లో ఒక ఎకరం భూమిని సాగు చేయడానికి వెళ్లినప్పుడు ఇతరులు నిరోధించారు,Revenue
"విద్యుత్ సమస్య ఉంటే 1912 టోల్ ఫ్రీ నెంబర్ కు ఫోన్ చేసి ఫిర్యాదు చేయవచ్చు. విద్యుత్ బిల్లులు అధికంగా వచ్చినా, కరెంటు మోటరు ట్రాన్స్ఫార్మర్ సమస్య ఉన్నా ఫిర్యాదు చేయవచ్చు",Energy
"విద్యుత్ సమస్య పరిష్కరించాలని ప్రజావాణిలో ఫిర్యాదు చేశారు. ప్రతిరోజు విద్యుత్తు అంతరాయం ఏర్పడుతూ, ప్రజలు తీవ్ర ఇబ్బందులు పడుతున్నారు",Energy
తమకు వారానికి ఒక్కసారి మాత్రమే నీటి సరఫరా జరుగుతుందని యాదాద్రి-భువనగిరి జిల్లా కలెక్టర్‌కు చౌటుప్పల్‌ వాసులు ఫిర్యాదు చేశారు,Municipal Administration
గ్రామానికి నెలరోజులుగా తాగునీరు రాక తీవ్ర ఇబ్బందులు పడుతున్నామని చిట్కుల్‌ గ్రామస్తులు మిషన్‌ భగీరథ అధికారులపై ఆగ్రహం వ్యక్తం చేశారు,Panchayat Raj
15రోజులుగా మిషన్‌ భగీరథ తాగునీటి సరఫరా కాకపోవటంతో తండావాసులు ఖాళీబిందెలతో ఆందోళనకు దిగారు,Panchayat Raj
ఓరుగల్లు కోట ప్రాంతవాసులు గత ఆరు రోజులుగా తీవ్ర తాగునీటి ఎద్దడితో అల్లాడుతున్నారు. తక్షణ ప్రత్యామ్నాయ చర్యగా ట్యాంకర్ల ద్వారా నీటి సరఫరా చేయాలని డిమాండ్ చేస్తున్నారు,Municipal Administration
"పోలీసులు ఏదైనా నేరానికి సంబంధించి సమాచారం తెలిస్తే FIR నమోదు చేస్తారు. FIR అంటే ఫస్ట్‌ ఇన్ఫర్మేషన్‌ రిపోర్టు. ఎఫ్‌ఐఆర్‌లో తేది, ఫిర్యాదు ఇచ్చిన వారిపేరు, సమయం, సెక్షన్లు, నేరం వివరాలు ఉంటాయి",Police
